,index,default_flag,number_of_stars,number_of_planets,planet_orbital_period,orbit_semimajor_axis,planet_radius,stellar_temperature,stellar_radius,stellar_mass,system_distance,habitable
1183,2969.0,1.0,2.0,1.0,3.835476,0.0373,1.49,3695.0,0.45,0.47,69.4798,0.0
1184,2972.0,1.0,1.0,1.0,32.6479,0.1716,2.29,4044.0,0.61,0.63,108.449,0.0
1185,2975.0,1.0,1.0,1.0,7.51574,0.0614,2.0,3845.0,0.53,0.55,143.125,0.0
1186,2976.0,1.0,1.0,2.0,3.67626,0.0405,1.99,4097.0,0.63,0.65,129.356,0.0
1187,2979.0,1.0,1.0,2.0,7.95486,0.0677,2.07,4097.0,0.63,0.65,129.356,0.0
1188,2981.0,1.0,1.0,3.0,6.342,0.0562,1.8,4258.0,0.58,0.65,72.7998,0.0
1189,2982.0,1.0,1.0,3.0,13.85,0.0946,2.6,4258.0,0.58,0.65,72.7998,0.0
1190,2984.0,1.0,1.0,3.0,40.718,0.1937,1.9,4258.0,0.58,0.65,72.7998,0.0
1191,2986.0,1.0,1.0,1.0,0.81314,0.0149,1.15,4597.0,0.66,0.66,150.21,0.0
1192,2988.0,1.0,1.0,1.0,0.365257,0.009762499999999995,1.055,5456.0,0.88,0.94,298.373,0.0
1193,2989.0,1.0,1.0,2.0,10.06049,0.0887,2.64,5503.0,0.95,0.92,197.299,0.0
1194,2991.0,1.0,1.0,2.0,5.90279,0.0622,1.28,5503.0,0.95,0.92,197.299,0.0
1195,2993.0,1.0,1.0,1.0,12.42205,0.1013,2.26,5425.0,0.83,0.9,170.998,0.0
1196,2995.0,1.0,1.0,3.0,7.6188,0.0667,2.02,4742.0,0.66,0.68,334.967,0.0
1197,3000.0,1.0,1.0,3.0,19.07863,0.1229,2.54,4742.0,0.66,0.68,334.967,0.0
1198,3004.0,1.0,1.0,1.0,3.705871,0.046487000000000035,3.178,5649.0,0.91,0.98,315.363,0.0
1199,3005.0,1.0,1.0,1.0,9.283188,0.08601799999999997,6.117,4972.0,2.57,0.99,916.319,0.0
1200,3006.0,1.0,1.0,1.0,9.45889,0.0795,1.44,4842.0,0.69,0.75,124.433,0.0
1201,3008.0,1.0,1.0,1.0,6.673117,0.06562897000000004,2.466,4937.0,0.76,0.83,208.529,0.0
1202,3010.0,1.0,1.0,1.0,17.355066,0.137552,3.249,5791.0,2.2,1.18,375.67,0.0
1203,3012.0,1.0,1.0,3.0,2.354992,0.032914100000000016,1.274,5185.0,0.8,0.83,134.591,0.0
1204,3013.0,1.0,1.0,3.0,4.382745,0.04931469999999999,1.554,5185.0,0.8,0.83,134.591,0.0
1205,3014.0,1.0,1.0,3.0,14.101361,0.10589660000000008,2.648,5185.0,0.8,0.83,134.591,0.0
1206,3015.0,1.0,1.0,2.0,8.52695,0.0858,2.19,5960.0,1.61,1.16,476.882,0.0
1207,3018.0,1.0,1.0,1.0,9.977481,0.09144859999999999,2.819,5908.0,1.83,1.02,80.8994,0.0
1208,3021.0,1.0,1.0,2.0,15.8523,0.11938309999999994,1.86,5502.7,0.83,0.88,243.935,0.0
1209,3023.0,1.0,1.0,1.0,6.380803,0.06717499999999996,1.273,5548.0,0.92,0.99,235.867,0.0
1210,3026.0,1.0,1.0,1.0,17.96753,0.119,2.23,4320.0,0.66,0.71,125.106,0.0
1211,3032.0,1.0,1.0,2.0,7.576544,0.07386720000000004,1.418,5748.0,0.98,0.96,392.872,0.0
1212,3036.0,1.0,1.0,2.0,12.400047,0.10448279999999999,1.802,5748.0,0.98,0.96,392.872,0.0
1213,3040.0,1.0,1.0,1.0,5.628466,0.05978919999999998,2.687,5250.0,1.72,0.89,606.128,0.0
1214,3043.0,1.0,1.0,2.0,14.316941,0.11256810000000003,1.666,5569.0,0.87,0.93,249.742,0.0
1215,3044.0,1.0,1.0,2.0,29.62682,0.17944120000000005,3.206,5569.0,0.87,0.93,249.742,0.0
1216,3049.0,1.0,1.0,1.0,5.868699,0.061761959999999984,1.608,5580.0,0.84,0.88,228.641,0.0
1217,3055.0,1.0,1.0,1.0,19.562307,0.126,2.6,4455.0,0.68,0.7,99.9293,0.0
1218,3056.0,1.0,1.0,1.0,9.525988,0.09041139999999995,2.038,5909.0,1.42,1.09,247.266,0.0
1219,3057.0,1.0,1.0,1.0,5.329439,0.05759599999999999,1.491,5428.0,0.86,0.94,247.302,0.0
1220,3059.0,1.0,1.0,1.0,14.155185,0.11791590000000006,2.116,6063.0,1.21,1.21,492.167,0.0
1221,3061.0,1.0,1.0,1.0,8.747818,0.08091340000000004,3.558,5525.0,0.89,0.95,214.753,0.0
1222,3063.0,1.0,1.0,1.0,5.172191,0.055332200000000026,2.513,5015.0,0.77,0.82,190.81,0.0
1223,3066.0,1.0,1.0,2.0,32.939623,0.1429,2.37,3457.0,0.41,0.36,38.0266,1.0
1224,3074.0,1.0,1.0,2.0,8.962,0.06,1.7851400000000006,3457.0,0.41,0.36,38.0266,0.0
1225,3080.0,1.0,1.0,1.0,8.8656511,0.0734,2.52,5306.0,0.72,0.72,203.896,0.0
1226,3083.0,1.0,1.0,1.0,6.894256,0.0706,2.84,5608.0,1.07,0.99,360.911,0.0
1227,3092.0,1.0,1.0,1.0,4.7369729,0.0519,2.7,5181.0,0.8,0.84,154.83,0.0
1228,3095.0,1.0,1.0,3.0,0.469269,0.009951199999999992,2.599,5482.0,0.87,0.94,329.041,0.0
1229,3100.0,1.0,1.0,3.0,10.792635,0.0932,2.87,5519.0,0.97,0.93,329.041,0.0
1230,3106.0,1.0,1.0,3.0,22.631964,0.1527,2.86,5519.0,0.97,0.93,329.041,0.0
1231,3112.0,1.0,1.0,1.0,16.9780102,0.1685,1.47,5245.0,0.75,0.84,75.5857,0.0
1232,3116.0,1.0,1.0,2.0,10.616384,0.09273110000000001,1.15,5788.0,0.94,0.96,268.357,0.0
1233,3117.0,1.0,1.0,2.0,52.713494,0.27053800000000006,2.39,5788.0,0.94,0.96,268.357,0.0
1234,3121.0,1.0,1.0,1.0,41.474219,0.23324370000000008,3.172,5784.0,0.98,1.02,330.739,0.0
1235,3123.0,1.0,1.0,4.0,0.77392,0.0164,1.3,5484.0,0.92,0.98,330.916,0.0
1236,3128.0,1.0,1.0,4.0,2.872042,0.0392,1.8,5484.0,0.92,0.98,330.916,0.0
1237,3132.0,1.0,1.0,4.0,7.14921,0.072,3.17,5484.0,0.92,0.98,330.916,0.0
1238,3137.0,1.0,1.0,4.0,13.609878,0.1106,2.38,5484.0,0.92,0.98,330.916,0.0
1239,3139.0,1.0,1.0,2.0,1.742169,0.0289,1.35,5977.0,1.19,1.06,446.821,0.0
1240,3141.0,1.0,1.0,2.0,7.810253,0.0785,2.83,5977.0,1.19,1.06,446.821,0.0
1241,3148.0,1.0,1.0,2.0,2.588309,0.0361,1.52,5519.0,0.87,0.94,242.113,0.0
1242,3155.0,1.0,1.0,2.0,6.679195,0.068,2.5,5519.0,0.87,0.94,242.113,0.0
1243,3160.0,1.0,1.0,3.0,7.9194,0.074,7.74,5430.0,0.86,0.93,289.827,0.0
1244,3168.0,1.0,1.0,3.0,11.90715,0.0971,4.86,5430.0,0.86,0.93,289.827,0.0
1245,3183.0,1.0,1.0,3.0,2.50856,0.0344,1.14,5430.0,0.86,0.93,289.827,0.0
1246,3184.0,1.0,1.0,2.0,10.098858,0.08727999999999998,1.357,5631.0,0.91,0.9,160.679,0.0
1247,3187.0,1.0,1.0,2.0,21.574023,0.1472969999999999,1.093,5631.0,0.91,0.9,160.679,0.0
1248,3188.0,1.0,1.0,1.0,2.858646,0.0383613,1.579,5176.0,0.84,0.9,287.188,0.0
1249,3194.0,1.0,1.0,1.0,4.162817,0.049,1.52,5222.0,0.81,0.9,221.753,0.0
1250,3197.0,1.0,1.0,1.0,14.786889,0.1184,3.95,5817.0,0.98,1.01,411.923,0.0
1251,3201.0,1.0,1.0,1.0,39.721386,0.23283799999999996,3.642,5979.0,1.28,1.11,629.51,0.0
1252,3205.0,1.0,1.0,2.0,15.852975,0.1208,3.13,5713.0,0.99,0.94,315.014,0.0
1253,3209.0,1.0,1.0,2.0,28.482786,0.17734400000000008,2.576,5712.0,0.91,0.96,315.014,0.0
1254,3211.0,1.0,1.0,1.0,48.324222,0.2809190000000002,3.6,6045.0,1.54,1.16,584.877,0.0
1255,3213.0,1.0,1.0,1.0,8.357881,0.0806,2.56,5667.0,0.93,1.0,247.637,0.0
1256,3219.0,1.0,1.0,3.0,17.0428683,0.12854759999999998,4.189,5212.9,0.76,0.8,110.567,0.0
1257,3222.0,1.0,1.0,3.0,3.3596055,0.04073949999999999,1.423,5212.9,0.76,0.8,110.567,0.0
1258,3225.0,1.0,1.0,3.0,7.4500177,0.06969520000000004,2.438,5212.9,0.76,0.8,110.567,0.0
1259,3229.0,1.0,1.0,2.0,3.225338,0.0385,1.87,4648.0,0.68,0.73,107.518,0.0
1260,3233.0,1.0,1.0,2.0,7.374694,0.0668,2.78,4648.0,0.68,0.73,107.518,0.0
1261,3238.0,1.0,1.0,1.0,2.849883,0.037983799999999984,1.364,5233.0,0.79,0.86,184.131,0.0
1262,3240.0,1.0,1.0,2.0,1.05979,0.019615499999999998,1.4,5507.0,0.88,0.96,197.932,0.0
1263,3242.0,1.0,1.0,2.0,22.779878,0.1526795999999999,3.286,5507.0,0.88,0.96,197.932,0.0
1264,3244.0,1.0,1.0,1.0,3.405164,0.04308910000000001,2.302,5491.0,0.91,0.97,300.397,0.0
1265,3245.0,1.0,1.0,1.0,9.695101,0.08152180000000005,1.371,5000.0,0.76,0.79,166.147,0.0
1266,3247.0,1.0,1.0,1.0,7.055784,0.07447440000000001,3.046,5755.0,1.18,1.01,577.235,0.0
1267,3249.0,1.0,1.0,1.0,26.672263,0.16639700000000007,1.996,5890.0,1.08,0.95,405.301,0.0
1268,3251.0,1.0,1.0,1.0,18.294549,0.12463249999999998,2.795,5043.0,0.76,0.79,244.443,0.0
1269,3252.0,1.0,1.0,1.0,12.48749,0.10380559999999991,2.606,5522.0,0.93,0.94,363.064,0.0
1270,3254.0,1.0,1.0,1.0,4.190948,0.050314170000000005,1.679,5582.0,0.86,0.93,256.887,0.0
1271,3256.0,1.0,1.0,1.0,2.080615,0.031177800000000002,0.869,4720.0,0.71,0.74,76.4986,0.0
1272,3257.0,1.0,1.0,2.0,9.325038,0.076,1.84,4222.06,0.65,0.68,83.6448,0.0
1273,3267.0,1.0,1.0,2.0,15.50192,0.107,2.49,4222.06,0.65,0.68,83.6448,0.0
1274,3268.0,1.0,1.0,1.0,0.570233,0.013126900000000004,0.819,5396.0,0.85,0.91,176.51,0.0
1275,3269.0,1.0,1.0,1.0,0.669558,0.013845199999999993,1.375,5221.0,0.82,0.88,272.297,0.0
1276,3274.0,1.0,1.0,1.0,9.79551,0.0785,2.52,4272.0,0.65,0.67,109.218,0.0
1277,3275.0,1.0,1.0,1.0,8.13087,0.08241400000000003,1.514,5794.0,1.2,1.07,389.702,0.0
1278,3279.0,1.0,1.0,1.0,8.596802,0.0834,2.43,5854.0,1.27,1.05,300.64,0.0
1279,3281.0,1.0,1.0,1.0,8.269648,0.08033599999999998,2.124,5704.0,0.97,1.0,403.964,0.0
1280,3285.0,1.0,1.0,1.0,2.1748,0.028,1.75,4503.0,0.72,0.7,115.461,0.0
1281,3288.0,1.0,1.0,1.0,14.074524,0.11680293000000011,3.579,5967.0,1.33,1.1,381.878,0.0
1282,3290.0,1.0,1.0,1.0,8.679885,0.08374599999999993,2.569,5757.0,1.01,1.05,394.083,0.0
1283,3292.0,1.0,1.0,3.0,3.901287,0.04877809999999999,1.348,5753.0,1.19,1.02,325.4,0.0
1284,3293.0,1.0,1.0,3.0,6.66767,0.06986099999999994,1.438,5753.0,1.19,1.02,325.4,0.0
1285,3296.0,1.0,1.0,3.0,11.137278,0.09914039999999995,2.576,5753.0,1.19,1.02,325.4,0.0
1286,3301.0,1.0,2.0,1.0,0.381078,0.0088,2.5,3830.0,0.57,0.6,243.836,0.0
1287,3303.0,1.0,1.0,1.0,13.683256,0.1104,2.39,5660.0,1.02,0.96,233.514,0.0
1288,3307.0,1.0,1.0,1.0,2.399094,0.03463000000000002,1.679,5716.0,0.95,1.01,318.81,0.0
1289,3309.0,1.0,1.0,1.0,15.387063,0.1211,2.39,6058.0,1.09,1.0,101.321,0.0
1290,3313.0,1.0,1.0,2.0,0.50565,0.0127,0.89,5835.0,0.99,1.06,198.604,0.0
1291,3315.0,1.0,1.0,2.0,4.56327,0.0549,1.57,5835.0,0.99,1.06,198.604,0.0
1292,3316.0,1.0,1.0,2.0,4.47904,0.0516,1.56,5620.0,0.84,0.91,275.255,0.0
1293,3319.0,1.0,1.0,2.0,10.09489,0.0886,2.41,5620.0,0.84,0.91,275.255,0.0
1294,3321.0,1.0,1.0,1.0,15.87209,0.134,3.49,5742.0,1.7,1.27,357.778,0.0
1295,3322.0,1.0,1.0,1.0,3.27108,0.0413,1.54,5424.0,0.91,0.88,211.265,0.0
1296,3324.0,1.0,1.0,1.0,13.621832,0.10999686000000007,1.666,5673.0,0.89,0.95,187.234,0.0
1297,3326.0,1.0,1.0,1.0,2.69828,0.0338,1.21,4715.0,0.65,0.71,129.46,0.0
1298,3328.0,1.0,1.0,2.0,0.58426,0.0131,1.14,5315.0,0.79,0.87,102.564,0.0
1299,3331.0,1.0,1.0,2.0,8.32727,0.0769,2.03,5315.0,0.79,0.87,102.564,0.0
1300,3335.0,1.0,1.0,1.0,2.86041,0.0409,1.96,5945.0,1.39,1.11,540.773,0.0
1301,3337.0,1.0,1.0,1.0,13.841901,0.11077972000000003,2.5,5695.0,0.95,1.01,321.215,0.0
1302,3338.0,1.0,1.0,1.0,11.168454,0.10356,11.209,6154.0,1.16,1.19,130.72,0.0
1303,3341.0,1.0,1.0,3.0,2.4675,0.03308,1.343,5033.0,0.71,0.79,67.5062,0.0
1304,3343.0,1.0,1.0,3.0,7.06005,0.06666,1.281,5033.0,0.71,0.79,67.5062,0.0
1305,3345.0,1.0,1.0,3.0,24.3645,0.15224,2.358,5033.0,0.71,0.79,67.5062,0.0
1306,3347.0,1.0,1.0,1.0,2.1805577,0.0353,18.405,6099.0,1.38,1.23,314.995,0.0
1307,3348.0,1.0,1.0,1.0,3.20466,0.046,14.572,5630.0,1.59,1.19,537.963,0.0
1308,3349.0,1.0,1.0,3.0,5.24,0.0441,1.1,3420.0,0.36,0.4,31.0849,0.0
1309,3350.0,1.0,1.0,3.0,7.775,0.0576,1.0,3420.0,0.36,0.4,31.0849,0.0
1310,3351.0,1.0,1.0,3.0,10.115,0.0685,1.1,3420.0,0.36,0.4,31.0849,0.0
1311,3356.0,1.0,1.0,2.0,20.88977,0.15271200000000015,5.4,5625.0,1.16,1.07,170.562,0.0
1312,3364.0,1.0,1.0,2.0,42.3391,0.24374249999999992,7.5,5625.0,1.16,1.07,170.562,0.0
1313,3368.0,1.0,1.0,2.0,6.034,0.0513,2.0,3810.0,0.54,0.58,72.9105,0.0
1314,3369.0,1.0,1.0,2.0,20.523,0.1159,1.8,3810.0,0.54,0.58,72.9105,0.0
1315,3370.0,1.0,1.0,1.0,26.8199,0.1567,2.55,5262.0,0.75,0.71,149.464,0.0
1316,3371.0,1.0,1.0,1.0,6.51389,0.0494,2.54,3459.0,0.37,0.38,109.237,0.0
1317,3372.0,1.0,1.0,2.0,11.54182,0.1087,2.17,6570.0,1.39,1.29,266.864,0.0
1318,3373.0,1.0,1.0,2.0,24.94598,0.1817,2.01,6570.0,1.39,1.29,266.864,0.0
1319,3375.0,1.0,1.0,1.0,21.06884,0.1418,1.75,5677.0,0.92,0.86,212.902,0.0
1320,3376.0,1.0,1.0,1.0,11.89307,0.0959,4.34,5793.0,1.25,0.83,456.064,0.0
1321,3377.0,1.0,1.0,1.0,5.76918,0.0602,3.49,5610.0,0.94,0.87,703.616,0.0
1322,3378.0,1.0,1.0,2.0,2.25021,0.0304,2.12,4667.0,0.69,0.74,258.113,0.0
1323,3379.0,1.0,1.0,2.0,6.49424,0.0615,2.19,4667.0,0.69,0.74,258.113,0.0
1324,3380.0,1.0,1.0,1.0,7.17256,0.0699,2.57,5528.0,0.92,0.88,406.254,0.0
1325,3381.0,1.0,1.0,1.0,12.409,0.1151,2.79,6504.0,1.57,1.32,521.716,0.0
1326,3382.0,1.0,1.0,1.0,3.484552,0.029918420000000015,3.43,3180.0,0.29,0.29,44.9565,0.0
1327,3384.0,1.0,1.0,1.0,4.01457,0.0459,2.44,5172.0,0.81,0.8,414.708,0.0
1328,3385.0,1.0,1.0,1.0,9.30075,0.0694,2.35,3717.0,0.49,0.52,147.03,0.0
1329,3386.0,1.0,1.0,1.0,13.81513,0.1041,1.74,5152.0,0.82,0.79,228.839,0.0
1330,3387.0,1.0,1.0,1.0,4.00167,0.0506,12.67,6027.0,1.1,1.08,876.565,0.0
1331,3388.0,1.0,1.0,2.0,4.09639,0.0448,1.63,4629.0,0.67,0.71,227.775,0.0
1332,3389.0,1.0,1.0,2.0,12.11839,0.0923,2.19,4629.0,0.67,0.71,227.775,0.0
1333,3390.0,1.0,1.0,1.0,1.96417,0.0274,2.9,4676.0,0.69,0.71,191.608,0.0
1334,3391.0,1.0,1.0,1.0,5.52011,0.0578,2.63,5219.0,0.78,0.84,564.693,0.0
1335,3392.0,1.0,1.0,1.0,1.60588,0.0216,0.83,3725.0,0.5,0.52,64.0065,0.0
1336,3393.0,1.0,1.0,1.0,19.0921,0.149,3.0,6351.0,1.31,1.21,661.873,0.0
1337,3395.0,1.0,1.0,1.0,15.48043,0.1271,2.32,6059.0,1.13,1.14,416.457,0.0
1338,3397.0,1.0,1.0,1.0,14.5665,0.0962,2.67,3785.0,0.52,0.56,99.0504,0.0
1339,3401.0,1.0,1.0,1.0,2.6266657,0.0404,17.396,6367.0,1.69,1.39,663.834,0.0
1340,3402.0,1.0,1.0,1.0,11.63344,0.102,9.528,5537.0,1.65,1.1,213.283,0.0
1341,3403.0,1.0,1.0,1.0,50.818947,0.2573,2.41,5368.0,0.85,0.88,162.481,0.0
1342,3407.0,1.0,1.0,2.0,5.840002,0.05023,2.231,3660.0,0.47,0.5,185.605,0.0
1343,3409.0,1.0,1.0,2.0,19.660302,0.11283,2.668,3660.0,0.47,0.5,185.605,0.0
1344,3415.0,1.0,2.0,1.0,2.369172,0.03376,1.71,5477.0,0.98,0.92,138.671,0.0
1345,3416.0,1.0,2.0,4.0,0.658524,0.01306,3.3,4285.0,0.7,0.69,77.5586,0.0
1346,3417.0,1.0,2.0,4.0,7.814,0.0679,0.705,4285.0,0.7,0.69,77.5586,0.0
1347,3418.0,1.0,2.0,4.0,14.697,0.1035,2.93,4285.0,0.7,0.69,77.5586,0.0
1348,3419.0,1.0,2.0,4.0,19.482,0.1249,2.73,4285.0,0.7,0.69,77.5586,0.0
1349,3421.0,1.0,1.0,5.0,2.151676,0.031549299999999995,1.5,5106.0,0.78,0.84,327.783,0.0
1350,3423.0,1.0,1.0,5.0,9.327527,0.08062340000000003,2.69,5106.0,0.78,0.84,327.783,0.0
1351,3430.0,1.0,1.0,5.0,4.528598,0.05007970000000001,1.49,5106.0,0.78,0.84,327.783,0.0
1352,3433.0,1.0,1.0,5.0,6.131243,0.062024980000000014,1.33,5106.0,0.78,0.84,327.783,0.0
1353,3434.0,1.0,1.0,5.0,26.27057,0.1624473000000001,2.23,5106.0,0.78,0.84,327.783,0.0
1354,3437.0,1.0,1.0,1.0,4.144965,0.0531,1.57,6209.0,1.45,1.16,360.76,0.0
1355,3440.0,1.0,3.0,1.0,6.771315,0.06702,4.48,5248.0,0.89,0.87,249.645,0.0
1356,3449.0,1.0,1.0,2.0,1.543069,0.0247,1.38,4877.0,0.77,0.85,280.518,0.0
1357,3455.0,1.0,1.0,2.0,4.400028,0.0497,2.95,4877.0,0.77,0.85,280.518,0.0
1358,3458.0,1.0,1.0,1.0,8.562421,0.077,7.28,5644.0,0.99,0.83,564.454,0.0
1359,3464.0,1.0,1.0,1.0,14.4536756,0.1007,3.13,5397.0,0.83,0.86,423.065,0.0
1360,3471.0,1.0,1.0,1.0,11.7195663,0.0729,3.05,5161.0,0.85,0.89,308.105,0.0
1361,3480.0,1.0,1.0,1.0,14.1330314,0.0964,2.08,5044.0,0.7,0.79,228.327,0.0
1362,3486.0,1.0,1.0,2.0,3.2809626,0.0277,2.34,4841.0,0.69,0.77,123.438,0.0
1363,3495.0,1.0,1.0,2.0,8.4388385,0.0881,2.21,4841.0,0.69,0.77,123.438,0.0
1364,3499.0,1.0,1.0,1.0,18.718269,0.1291,3.77,5139.0,0.85,0.82,488.152,0.0
1365,3506.0,1.0,1.0,1.0,6.326763,0.0675,2.07,5741.0,0.97,1.02,113.123,0.0
1366,3508.0,1.0,1.0,1.0,3.334966,0.0488,2.98,6747.0,1.61,1.4,786.439,0.0
1367,3511.0,1.0,1.0,1.0,7.122605,0.067,1.21,5558.0,0.86,0.79,182.983,0.0
1368,3518.0,1.0,1.0,1.0,2.260455,0.0214,2.32,3214.0,0.29,0.26,62.9969,0.0
1369,3523.0,1.0,1.0,1.0,19.89526,0.1461,7.5,5500.0,1.28,1.03,391.537,0.0
1370,3526.0,1.0,1.0,1.0,8.687721,0.0773,8.18,4812.0,0.76,0.82,458.139,0.0
1371,3529.0,1.0,1.0,2.0,4.169836,0.0499,2.82,5523.0,0.94,0.95,496.289,0.0
1372,3532.0,1.0,1.0,1.0,1.921036,0.0291,3.52,5060.0,0.82,0.89,402.915,0.0
1373,3535.0,1.0,1.0,1.0,4.795069,0.04771,2.78,4140.0,0.61,0.63,107.272,0.0
1374,3536.0,1.0,1.0,4.0,3.471745,0.03817,2.59,4975.0,0.79,0.83,154.961,0.0
1375,3537.0,1.0,1.0,4.0,7.138048,0.0824,3.53,4975.0,0.79,0.83,154.961,0.0
1376,3538.0,1.0,1.0,4.0,10.45582,0.1178,2.48,4975.0,0.79,0.83,154.961,0.0
1377,3539.0,1.0,1.0,4.0,14.76289,0.18041,1.95,4975.0,0.79,0.83,154.961,0.0
1378,3540.0,1.0,1.0,1.0,27.359,0.1768,2.1,3926.0,0.62,0.64,76.1486,0.0
1379,3541.0,1.0,1.0,1.0,14.893291,0.1206,9.494,5695.0,1.07,1.06,158.335,0.0
1380,3542.0,1.0,2.0,1.0,31.393463,0.164,1.9,3341.0,0.32,0.33,65.6138,1.0
1381,3546.0,1.0,1.0,1.0,13.156969,0.107,9.1,5529.0,1.02,0.95,274.3,0.0
1382,3548.0,1.0,2.0,1.0,3.2588321,0.04217,13.339,5358.0,0.86,0.94,178.475,0.0
1383,3554.0,1.0,3.0,2.0,9.21165,0.0923,3.06,6302.0,1.51,1.19,272.909,0.0
1384,3555.0,1.0,3.0,2.0,48.36685,0.305,11.276,6302.0,1.51,1.19,272.909,0.0
1385,3557.0,1.0,1.0,1.0,2.225177,0.03261,1.589,5520.0,0.9,0.93,90.0562,0.0
1386,3558.0,1.0,1.0,1.0,16.9841,0.13,2.63,5725.0,1.09,1.0,114.293,0.0
1387,3559.0,1.0,1.0,1.0,13.1225,0.10880195999999995,2.45,5532.0,0.95,0.96,392.251,0.0
1388,3560.0,1.0,1.0,1.0,2.50387,0.036516200000000006,1.66,5612.0,1.2,0.99,373.078,0.0
1389,3561.0,1.0,1.0,1.0,4.024867,0.0451,10.054,4444.0,0.7,0.74,232.801,0.0
1390,3568.0,1.0,1.0,3.0,10.054626,0.07697850000000002,1.9089300000000002,3896.0,0.56,0.6,44.0727,0.0
1391,3581.0,1.0,1.0,3.0,24.646582,0.13509899999999997,2.135359999999999,3896.0,0.56,0.6,44.0727,0.0
1392,3588.0,1.0,1.0,3.0,44.55646,0.21201373999999998,2.095440000000001,3896.0,0.56,0.6,44.0727,1.0
1393,3601.0,1.0,1.0,1.0,4.098503,0.04839,11.646,5425.0,0.84,0.9,333.042,0.0
1394,3605.0,1.0,1.0,1.0,3.38628,0.04588599999999999,9.916,6100.0,1.24,1.09,1314.53,0.0
1395,3608.0,1.0,2.0,1.0,1.25785,0.022,11.882,5280.0,0.78,0.91,110.527,0.0
1396,3611.0,1.0,1.0,1.0,3.1443189,0.025120199999999992,0.95,3300.0,0.2,0.17,56.9686,0.0
1397,3612.0,1.0,1.0,2.0,1.133,0.0147,1.33,3436.0,0.38,0.41,112.486,0.0
1398,3613.0,1.0,1.0,2.0,5.26,0.0582,1.83,3436.0,0.38,0.41,112.486,0.0
1399,3614.0,1.0,1.0,1.0,6.22,0.0542,2.93,3387.0,0.38,0.4,176.291,0.0
1400,3615.0,1.0,1.0,1.0,7.01,0.0911,1.66,3851.0,0.55,0.56,147.866,0.0
1401,3616.0,1.0,1.0,1.0,26.68,0.1516,2.79,5440.0,0.9,0.95,209.071,0.0
1402,3626.0,1.0,2.0,4.0,8.992,0.0795,5.299,5271.0,0.86,0.83,157.682,0.0
1403,3635.0,1.0,2.0,4.0,20.66093,0.13843,3.134,5271.0,0.86,0.83,157.682,0.0
1404,3643.0,1.0,2.0,4.0,31.71701,0.18422,3.484,5271.0,0.86,0.83,157.682,0.0
1405,3645.0,1.0,2.0,4.0,4.34934,0.04899,1.212,5271.0,0.86,0.83,157.682,0.0
1406,3648.0,1.0,1.0,1.0,1.995,0.0142,2.62,3157.0,0.3,0.12,108.74,0.0
1407,3649.0,1.0,1.0,1.0,2.298,0.041,1.95,3855.0,0.58,0.6,77.6888,0.0
1408,3650.0,1.0,1.0,1.0,8.205,0.0594,1.92,4141.0,0.6,0.63,123.415,0.0
1409,3651.0,1.0,1.0,1.0,24.93,0.1275,2.1,3710.0,0.55,0.48,118.318,0.0
1410,3652.0,1.0,1.0,1.0,3.262,0.0331,2.43,3752.0,0.51,0.52,136.667,0.0
1411,3653.0,1.0,1.0,1.0,6.93,0.0419,2.2,3287.0,0.3,0.27,111.638,0.0
1412,3654.0,1.0,1.0,1.0,1.256,0.0198,2.28,3924.0,0.69,0.51,282.308,0.0
1413,3655.0,1.0,1.0,1.0,12.4551225,0.1016,8.676,5282.0,0.82,0.9,233.237,0.0
1414,3659.0,1.0,1.0,1.0,5.424865,0.054458399999999976,5.04,3540.0,1.05,0.56,139.268,0.0
1415,3664.0,1.0,1.0,1.0,13.774798,0.11707890000000011,2.77,6232.0,1.5,1.23,160.125,0.0
1416,3666.0,1.0,1.0,2.0,9.398977,0.08823879999999994,1.79,5994.0,1.06,1.1,211.43,0.0
1417,3668.0,1.0,1.0,2.0,22.996591,0.1599517999999999,2.72,5994.0,1.06,1.1,211.43,0.0
1418,3669.0,1.0,1.0,1.0,17.70632,0.08616684000000006,2.2,3315.0,0.28,0.27,123.202,0.0
1419,3673.0,1.0,1.0,1.0,14.759287,0.12686820000000001,6.18,5880.0,1.22,1.06,343.99,0.0
1420,3675.0,1.0,1.0,1.0,5.113981,0.06407957999999994,5.65,6502.0,1.49,1.36,371.823,0.0
1421,3678.0,1.0,1.0,1.0,12.283211,0.1094136,2.21,6222.0,1.33,1.23,557.993,0.0
1422,3683.0,1.0,1.0,1.0,21.194733,0.145251,1.22,5424.0,0.8,0.86,239.289,0.0
1423,3686.0,1.0,1.0,1.0,16.273563,0.1272898,2.62,5869.0,1.32,0.94,421.636,0.0
1424,3689.0,1.0,1.0,1.0,3.850614,0.040853350000000024,1.03,4558.0,0.63,0.66,156.951,0.0
1425,3692.0,1.0,1.0,1.0,19.507428,0.12885019999999997,1.92,4857.0,0.72,0.74,360.36,0.0
1426,3703.0,1.0,1.0,1.0,2.9956348,0.0442,13.75,6168.0,1.42,1.16,348.646,0.0
1427,3707.0,1.0,1.0,1.0,29.740451,0.17747420000000003,3.36,5532.0,1.13,0.93,738.136,0.0
1428,3708.0,1.0,1.0,1.0,36.552551,0.21894899999999992,3.21,5817.0,1.16,0.98,421.408,0.0
