,index,default_flag,number_of_stars,number_of_planets,planet_orbital_period,orbit_semimajor_axis,planet_radius,stellar_temperature,stellar_radius,stellar_mass,system_distance,habitable
2125,9438.0,1.0,1.0,1.0,3.3004192,0.04941413999999999,1.74,6704.0,1.78,1.47,1430.84,0.0
2126,9446.0,1.0,1.0,1.0,5.30880656,0.05860719999999997,1.05,5659.0,0.97,0.98,868.056,0.0
2127,9455.0,1.0,1.0,1.0,0.74092842,0.014811000000000003,1.25,5218.0,0.82,0.86,1146.1,0.0
2128,9463.0,1.0,1.0,1.0,11.95398936,0.09095900000000003,2.2,4407.0,0.67,0.7,506.434,0.0
2129,9474.0,1.0,1.0,1.0,0.88184115,0.016857,1.3,5188.0,0.79,0.83,971.325,0.0
2130,9488.0,1.0,1.0,3.0,10.3126,0.07138730000000008,0.522,3841.0,0.44,0.52,66.8624,0.0
2131,9493.0,1.0,1.0,3.0,13.7813,0.08934940000000001,1.197,3841.0,0.44,0.52,66.8624,0.0
2132,9515.0,1.0,1.0,3.0,23.0881,0.12580929999999996,1.212,3841.0,0.44,0.52,66.8624,0.0
2133,9527.0,1.0,1.0,1.0,10.3108245,0.09093099999999998,1.43,5570.0,0.94,0.96,2462.94,0.0
2134,9538.0,1.0,1.0,1.0,25.3842686,0.16805100000000006,2.25,5747.0,0.94,0.96,1197.04,0.0
2135,9548.0,1.0,1.0,1.0,16.3583055,0.13664690000000002,1.88,6161.0,1.72,1.36,738.261,0.0
2136,9553.0,1.0,1.0,1.0,13.9093583,0.11721083000000002,1.41,6370.0,1.44,1.26,1027.21,0.0
2137,9561.0,1.0,1.0,1.0,15.36262753,0.11464789999999998,1.94,4919.0,0.74,0.78,651.2278000000001,0.0
2138,9575.0,1.0,1.0,1.0,2.88879862,0.04176326999999998,0.85,5732.0,1.29,1.15,688.795,0.0
2139,9579.0,1.0,1.0,1.0,6.73972381,0.06854599999999991,1.24,5733.0,1.03,1.02,835.882,0.0
2140,9585.0,1.0,1.0,1.0,2.27952666,0.03205540000000001,0.93,5046.0,0.77,0.82,455.358,0.0
2141,9599.0,1.0,1.0,4.0,12.2854603,0.09079070000000002,2.59,4098.0,0.61,0.63,453.795,0.0
2142,9610.0,1.0,1.0,4.0,5.53608151,0.05425840000000002,2.26,4098.0,0.61,0.63,453.795,0.0
2143,9620.0,1.0,1.0,4.0,20.9568158,0.12404429999999994,2.86,4098.0,0.61,0.63,453.795,0.0
2144,9623.0,1.0,1.0,4.0,37.6327084,0.181092,2.46,4098.0,0.61,0.63,453.795,0.0
2145,9634.0,1.0,1.0,1.0,99.2530951,0.3863250000000002,1.77,5078.0,0.74,0.81,497.093,0.0
2146,9643.0,1.0,1.0,2.0,15.771044,0.127,2.94,5594.0,1.3,0.9976999999999996,391.038,0.0
2147,9659.0,1.0,1.0,2.0,157.072878,0.586,3.38,5594.0,1.3,0.9959999999999996,391.038,0.0
2148,9666.0,1.0,1.0,1.0,6.48021673,0.0677449999999999,1.18,5753.0,0.98,0.98,723.431,0.0
2149,9671.0,1.0,1.0,1.0,54.4092333,0.28694899999999973,1.68,5840.0,1.1,1.03,1038.35,0.0
2150,9682.0,1.0,1.0,1.0,15.1410397,0.11879319999999995,1.96,5479.0,0.85,0.88,900.3128999999999,0.0
2151,9690.0,1.0,1.0,1.0,2.44357812,0.03477310000000003,0.8,5697.0,0.92,0.95,544.456,0.0
2152,9700.0,1.0,1.0,1.0,3.93766373,0.05550519999999996,1.39,6481.0,2.55,1.64,640.409,0.0
2153,9705.0,1.0,1.0,1.0,3.78470649,0.05001870000000003,0.8,6138.0,1.23,1.17,492.894,0.0
2154,9714.0,1.0,1.0,1.0,18.2206421,0.14316809999999994,2.07,6195.0,1.27,1.18,1066.46,0.0
2155,9733.0,1.0,1.0,1.0,47.449955,0.2593319999999997,1.72,6026.0,1.12,1.09,1198.25,0.0
2156,9740.0,1.0,1.0,2.0,2.78815679,0.04088344,0.9,6126.0,1.18,1.13,852.204,0.0
2157,9745.0,1.0,1.0,2.0,4.13827595,0.052127199999999985,1.03,6126.0,1.18,1.13,852.204,0.0
2158,9757.0,1.0,1.0,1.0,1.63865306,0.026841400000000005,1.25,5735.0,0.96,0.97,1385.7,0.0
2159,9767.0,1.0,2.0,1.0,6.790123,0.07576180000000005,12.733,6395.0,2.05,1.51,791.1766500000003,0.0
2160,9775.0,1.0,1.0,2.0,3.25427,0.045,1.61,6077.0,1.29,1.1512000000000007,583.859,0.0
2161,9785.0,1.0,1.0,2.0,91.353282,0.414,1.8,6077.0,1.29,1.1617000000000006,583.859,0.0
2162,9800.0,1.0,1.0,1.0,9.06689421,0.08009470000000002,1.62,5044.0,0.78,0.83,752.237,0.0
2163,9805.0,1.0,1.0,1.0,11.20066445,0.10101719999999999,1.68,5964.0,1.1,1.07,1425.43,0.0
2164,9812.0,1.0,1.0,1.0,2.03387914,0.031465999999999994,0.76,5416.0,0.87,0.9,1493.64,0.0
2165,9821.0,1.0,1.0,1.0,5.19492202,0.060522399999999935,2.14,6060.0,1.15,1.11,2163.9,0.0
2166,9837.0,1.0,1.0,1.0,15.9314739,0.11883510000000001,2.01,5261.0,0.8,0.84,962.183,0.0
2167,9841.0,1.0,1.0,1.0,28.2274184,0.181463,3.96,5925.0,1.07,1.05,1530.3,0.0
2168,9855.0,1.0,1.0,1.0,11.62905828,0.10213800000000002,1.1,5892.0,1.12,1.05,572.403,0.0
2169,9856.0,1.0,1.0,1.0,20.0711504,0.14735369999999995,2.25,6010.0,1.15,1.1,1396.41,0.0
2170,9872.0,1.0,1.0,1.0,2.99793191,0.044070069999999954,0.89,6170.0,1.35,1.21,535.048,0.0
2171,9877.0,1.0,1.0,1.0,0.76486493,0.014631199999999995,1.04,5160.0,0.79,0.83,694.89,0.0
2172,9888.0,1.0,1.0,2.0,3.107675,0.039,0.69,4910.0,0.79,0.8201999999999994,301.183,0.0
2173,9901.0,1.0,1.0,2.0,7.010606,0.067,1.41,4910.0,0.79,0.8198999999999995,301.183,0.0
2174,9907.0,1.0,1.0,1.0,60.866168,0.25531800000000004,1.78,4092.0,0.6,0.63,399.2056999999997,1.0
2175,9923.0,1.0,1.0,1.0,86.1150888,0.3764030000000001,2.82,5664.0,0.92,0.95,1660.48,0.0
2176,9926.0,1.0,1.0,1.0,3.6146051,0.04714660000000001,0.83,5880.0,1.27,1.06,755.678,0.0
2177,9939.0,1.0,1.0,1.0,13.1829642,0.10291766,1.82,5196.0,0.8,0.84,1167.49,0.0
2178,9946.0,1.0,1.0,1.0,3.51576315,0.040640499999999996,1.23,4951.0,0.75,0.8,570.835,0.0
2179,9956.0,1.0,1.0,1.0,0.63642408,0.013328700000000002,1.29,5267.0,0.84,0.89,1043.56,0.0
2180,9962.0,1.0,1.0,1.0,1.49514952,0.02556450000000001,0.88,6019.0,1.15,1.09,949.59,0.0
2181,9969.0,1.0,1.0,1.0,20.3505213,0.14558059999999998,1.0,5839.0,1.02,1.02,991.845,0.0
2182,9985.0,1.0,1.0,1.0,22.4764425,0.1421868,1.66,4770.0,0.72,0.77,533.06894,0.0
2183,9988.0,1.0,1.0,1.0,42.5215895,0.23812090000000005,2.86,5796.0,1.01,1.01,1498.58,0.0
2184,10000.0,1.0,1.0,3.0,2.024152,0.032,1.99,5790.0,1.27,1.0287,548.686,0.0
2185,10013.0,1.0,1.0,3.0,4.761702,0.057,2.86,5790.0,1.27,1.0129000000000001,548.686,0.0
2186,10029.0,1.0,1.0,3.0,41.809118,0.242,2.16,5790.0,1.27,1.0099,548.686,0.0
2187,10037.0,1.0,1.0,1.0,6.69960006,0.0655708,1.28,5187.0,0.79,0.82,1054.37,0.0
2188,10046.0,1.0,1.0,1.0,6.9131112,0.0754576,0.93,6335.0,1.42,1.25,783.401,0.0
2189,10055.0,1.0,1.0,1.0,18.6051942,0.1437032999999999,2.02,6194.0,1.23,1.15,2465.84,0.0
2190,10058.0,1.0,1.0,1.0,23.955378,0.14887390000000011,1.06,4939.0,0.75,0.79,481.9399900000001,0.0
2191,10065.0,1.0,1.0,1.0,29.6091744,0.18257599999999996,1.16,5838.0,1.07,1.02,661.421,0.0
2192,10080.0,1.0,1.0,1.0,14.4541302,0.11504513000000005,0.94,5718.0,0.95,0.97,863.873,0.0
2193,10089.0,1.0,1.0,1.0,14.2563227,0.11413605,1.56,5831.0,1.02,1.02,1697.81,0.0
2194,10095.0,1.0,1.0,1.0,0.96897238,0.017678200000000012,1.1,5793.0,1.01,1.01,978.8848000000003,0.0
2195,10107.0,1.0,1.0,1.0,10.67607169,0.09958900000000011,1.64,6184.0,1.36,1.28,1530.32,0.0
2196,10115.0,1.0,1.0,1.0,4.48487493,0.05452998000000002,1.29,5902.0,1.07,1.05,1214.09,0.0
2197,10124.0,1.0,1.0,2.0,16.007583,0.127,2.41,5848.0,1.36,1.0480999999999996,809.467,0.0
2198,10132.0,1.0,1.0,2.0,27.082511,0.181,3.37,5848.0,1.36,1.0507,809.467,0.0
2199,10143.0,1.0,1.0,1.0,2.46050993,0.03309690000000002,1.18,4796.0,0.72,0.77,875.523,0.0
2200,10147.0,1.0,1.0,1.0,5.86601526,0.064317,1.47,5806.0,1.03,1.03,1623.24,0.0
2201,10156.0,1.0,1.0,1.0,23.9109011,0.16203299999999987,2.22,6031.0,1.13,1.09,2171.87,0.0
2202,10169.0,1.0,1.0,1.0,4.13592271,0.05239,1.56,6097.0,1.19,1.14,1199.8065000000001,0.0
2203,10172.0,1.0,1.0,1.0,8.05333618,0.08265650000000008,1.11,6291.0,2.04,1.47,775.529,0.0
2204,10184.0,1.0,1.0,1.0,4.45343281,0.05708112,0.86,6356.0,1.32,1.21,704.211,0.0
2205,10192.0,1.0,1.0,1.0,9.705716,0.0913958,1.31,5972.0,1.09,1.06,2530.62,0.0
2206,10197.0,1.0,1.0,1.0,10.9295461,0.09276809999999998,1.37,5557.0,0.9,0.93,2101.69,0.0
2207,10211.0,1.0,1.0,1.0,2.31942009,0.03344040000000001,0.94,5530.0,0.96,0.97,1154.13,0.0
2208,10222.0,1.0,1.0,1.0,8.07392849,0.061221100000000035,1.46,3578.0,0.43,0.46,225.393,0.0
2209,10231.0,1.0,1.0,2.0,5.885273,0.066,1.33,6075.0,1.24,1.1285,384.917,0.0
2210,10240.0,1.0,1.0,2.0,10.104665,0.094,1.35,6075.0,1.24,1.1312,384.917,0.0
2211,10256.0,1.0,1.0,1.0,39.859484,0.22210800000000006,1.26,5698.0,0.96,0.98,1115.35,0.0
2212,10261.0,1.0,1.0,1.0,39.4419839,0.2254400000000001,1.31,5802.0,1.0,1.0,1110.48,0.0
2213,10272.0,1.0,1.0,1.0,81.4162941,0.40775999999999996,3.93,6394.0,1.44,1.34,608.68,0.0
2214,10280.0,1.0,1.0,1.0,2.41811321,0.03643340000000003,0.97,6289.0,1.27,1.19,593.646,0.0
2215,10293.0,1.0,1.0,1.0,33.42035034,0.20379000000000008,2.18,5810.0,1.05,1.03,319.675,0.0
2216,10296.0,1.0,1.0,1.0,10.60052251,0.09786900000000014,0.96,6150.0,1.26,1.13,506.357,0.0
2217,10305.0,1.0,1.0,1.0,0.68996783,0.013660699999999996,0.82,4865.0,0.75,0.81,152.075,0.0
2218,10315.0,1.0,1.0,1.0,56.6747285,0.2846709999999997,2.9,5722.0,0.95,0.97,890.296,0.0
2219,10323.0,1.0,1.0,1.0,12.27065865,0.10084400000000004,1.61,5774.0,0.93,0.95,768.903,0.0
2220,10332.0,1.0,1.0,1.0,13.2274528,0.11372044000000002,1.68,5979.0,1.1,1.08,2006.48,0.0
2221,10340.0,1.0,1.0,2.0,22.951,0.16852900000000004,2.65,6078.04,1.85,1.32,566.85,0.0
2222,10350.0,1.0,1.0,2.0,42.882,0.2536299999999999,4.32,6082.2,1.85,1.32,566.85,0.0
2223,10369.0,1.0,1.0,1.0,54.5094166,0.2563490000000001,1.71,4524.0,0.68,0.71,505.829,0.0
2224,10377.0,1.0,1.0,1.0,35.622233,0.21305700000000002,3.35,5782.0,0.99,1.0,1058.72,0.0
2225,10383.0,1.0,1.0,1.0,42.913751,0.25289300000000003,2.7,6101.0,2.06,1.41,996.32,0.0
2226,10395.0,1.0,1.0,1.0,47.1611696,0.25170299999999984,2.67,5665.0,0.94,0.97,1196.04,0.0
2227,10401.0,1.0,1.0,1.0,47.0319479,0.23914190000000002,1.88,5448.0,0.86,0.9,780.566,0.0
2228,10405.0,1.0,1.0,1.0,49.276764,0.2380054,2.16,4075.0,0.6,0.62,357.621,0.0
2229,10418.0,1.0,1.0,1.0,18.1373829,0.11707199999999997,1.14,4231.0,0.62,0.64,370.312,0.0
2230,10428.0,1.0,1.0,1.0,51.1110243,0.27904999999999996,1.99,5866.0,1.01,1.01,889.885,0.0
2231,10435.0,1.0,1.0,1.0,47.9872764,0.257198,2.76,5653.0,0.94,0.96,544.45,0.0
2232,10446.0,1.0,1.0,1.0,62.8691611,0.29783899999999996,1.36,4828.0,0.74,0.78,455.479,0.0
2233,10450.0,1.0,1.0,2.0,31.158799,0.2,3.71,5948.0,1.21,1.078600000000001,716.797,0.0
2234,10471.0,1.0,1.0,2.0,76.732171,0.364,3.13,5948.0,1.21,1.0839000000000008,716.797,0.0
2235,10475.0,1.0,1.0,1.0,29.9633247,0.16359400000000004,1.96,4422.0,0.67,0.7,553.218,0.0
2236,10487.0,1.0,1.0,1.0,29.3494775,0.16874270000000002,2.03,4919.0,0.74,0.79,679.106,0.0
2237,10499.0,1.0,1.0,1.0,65.6488341,0.3224499999999997,3.82,5756.0,1.0,1.0,1017.82,0.0
2238,10505.0,1.0,1.0,1.0,25.15864,0.16340900000000005,1.86,5679.0,0.95,0.96,1687.47,0.0
2239,10512.0,1.0,1.0,2.0,31.7785901,0.19818120000000017,1.66,5828.0,1.01,1.02,1151.73,0.0
2240,10517.0,1.0,1.0,2.0,5.32786292,0.0596093,1.0,5828.0,1.01,1.02,1151.73,0.0
2241,10530.0,1.0,1.0,1.0,31.8277111,0.18047719999999995,1.77,4726.0,0.71,0.75,359.497,0.0
2242,10534.0,1.0,1.0,1.0,31.1750448,0.18974800000000006,1.55,5884.0,1.02,1.01,631.949,0.0
2243,10545.0,1.0,1.0,1.0,47.0569043,0.24174289999999993,3.3,5332.0,0.82,0.86,852.888,0.0
2244,10558.0,1.0,1.0,2.0,8.23984869,0.07996400000000004,1.73,5893.0,1.05,1.04,1899.24,0.0
2245,10567.0,1.0,1.0,2.0,3.54553021,0.046270099999999995,1.15,5893.0,1.05,1.04,1899.24,0.0
2246,10573.0,1.0,1.0,1.0,21.8635301,0.15038500000000002,2.8,5507.0,0.89,0.92,1159.3,0.0
2247,10583.0,1.0,1.0,2.0,12.610584,0.113,1.53,6012.0,1.47,1.1682999999999995,1042.02,0.0
2248,10591.0,1.0,1.0,2.0,33.416423,0.216,2.43,6012.0,1.47,1.1748999999999994,1042.02,0.0
2249,10605.0,1.0,1.0,1.0,16.2950903,0.12096910000000002,1.07,4961.0,0.76,0.8,590.601,0.0
2250,10611.0,1.0,1.0,1.0,3.63899398,0.04592139999999999,1.41,5660.0,0.93,0.95,978.678,0.0
2251,10622.0,1.0,1.0,1.0,38.1312831,0.23096000000000017,1.9,6159.0,1.25,1.16,1479.14,0.0
2252,10628.0,1.0,1.0,1.0,14.4273551,0.11891500000000005,1.19,6046.0,1.09,1.09,652.253,0.0
2253,10635.0,1.0,1.0,1.0,36.4333452,0.218296,2.16,5870.0,1.04,1.04,1180.9,0.0
2254,10642.0,1.0,1.0,1.0,82.177374,0.3934220000000002,2.92,6214.0,1.28,1.18,1568.38,0.0
2255,10654.0,1.0,1.0,1.0,10.35863224,0.09032,1.67,5663.0,0.96,0.98,1002.74,0.0
2256,10659.0,1.0,1.0,1.0,11.55530021,0.09044010000000004,1.18,5100.0,0.78,0.81,680.828,0.0
2257,10669.0,1.0,1.0,1.0,26.0840594,0.178608,1.73,5904.0,1.06,1.04,1845.58,0.0
2258,10678.0,1.0,1.0,1.0,14.53261362,0.11449286000000009,1.83,5796.0,0.98,0.99,728.668,0.0
2259,10687.0,1.0,1.0,3.0,1.729366,0.028,1.8,5272.0,0.85,0.8878000000000003,791.163,0.0
2260,10693.0,1.0,1.0,3.0,4.180043,0.05,3.6,5272.0,0.85,0.8922000000000003,791.163,0.0
2261,10711.0,1.0,1.0,3.0,51.84688575,0.26002500000000006,8.68,5172.0,0.81,0.86,791.163,0.0
2262,10717.0,1.0,2.0,1.0,22.12679948,0.14680839999999995,1.67,5156.0,0.81,0.85,500.892,0.0
2263,10728.0,1.0,1.0,1.0,5.94220998,0.06051942000000003,1.23,4908.0,0.75,0.8,459.076,0.0
2264,10734.0,1.0,1.0,1.0,12.25383217,0.09842100000000009,1.01,5381.0,0.84,0.88,567.556,0.0
2265,10744.0,1.0,1.0,1.0,9.5085156,0.09315800000000003,1.52,6337.0,1.4,1.25,1273.78,0.0
2266,10748.0,1.0,1.0,1.0,30.4549136,0.18496020000000002,2.11,5730.0,0.92,0.94,2879.83,0.0
2267,10759.0,1.0,1.0,1.0,19.9157725,0.14716559999999995,1.47,6087.0,1.12,1.11,615.66,0.0
2268,10769.0,1.0,1.0,1.0,54.6495759,0.2874259999999998,2.32,5965.0,1.12,1.08,1769.14,0.0
2269,10779.0,1.0,1.0,1.0,7.31946363,0.07753489999999999,2.13,6541.0,1.63,1.38,1014.62,0.0
2270,10787.0,1.0,1.0,1.0,39.8189932,0.23016100000000006,1.86,5820.0,1.31,1.05,905.825,0.0
2271,10789.0,1.0,1.0,1.0,82.294751,0.3861590000000001,1.77,5655.0,0.9,0.93,1283.05,0.0
2272,10798.0,1.0,1.0,3.0,29.198943,0.184,4.21,5381.0,0.95,0.9064,571.034,0.0
2273,10811.0,1.0,1.0,3.0,55.328328,0.281,1.61,5381.0,0.95,0.9044000000000003,571.034,0.0
2274,10828.0,1.0,1.0,3.0,160.018032,0.571,3.96,5381.0,0.95,0.9085000000000002,571.034,0.0
2275,10831.0,1.0,1.0,1.0,92.4362973,0.3914460000000001,3.04,5515.0,0.87,0.9,862.92,0.0
2276,10843.0,1.0,1.0,1.0,16.5861762,0.130145,1.51,5728.0,0.99,1.0,2065.59,0.0
2277,10853.0,1.0,1.0,1.0,16.75255007,0.1200676,1.49,4712.0,0.72,0.77,331.553,0.0
2278,10861.0,1.0,1.0,1.0,15.0217983,0.12321680000000003,1.41,5863.0,1.29,1.06,555.051,0.0
2279,10871.0,1.0,1.0,1.0,91.080482,0.39856200000000036,3.07,5659.0,0.94,0.96,1285.48,0.0
2280,10874.0,1.0,1.0,1.0,85.273256,0.38195700000000005,2.94,5831.0,1.04,1.03,1355.54,0.0
2281,10883.0,1.0,1.0,1.0,64.6588017,0.33209000000000005,2.22,6182.0,1.27,1.18,1307.66,0.0
2282,10893.0,1.0,1.0,1.0,8.74199772,0.08224300000000002,1.66,5675.0,0.95,0.96,1319.5003000000004,0.0
2283,10900.0,1.0,1.0,1.0,48.051405,0.24810599999999994,1.33,5256.0,0.81,0.86,716.28839,0.0
2284,10906.0,1.0,1.0,1.0,44.2008,0.23597199999999982,1.19,5097.0,0.78,0.82,309.869,0.0
2285,10912.0,1.0,1.0,1.0,4.942782,0.05714,10.76,5515.0,0.99,1.02,739.412,0.0
2286,10927.0,1.0,1.0,5.0,3.428054,0.044,1.25,5560.0,0.94,0.9576999999999992,891.092,0.0
2287,10938.0,1.0,1.0,5.0,7.381998,0.073,3.69,5560.0,0.94,0.9614999999999994,891.092,0.0
2288,10952.0,1.0,1.0,5.0,12.56093,0.104,2.79,5560.0,0.94,0.9585999999999996,891.092,0.0
2289,10961.0,1.0,1.0,5.0,30.826557,0.189,3.12,5560.0,0.94,0.9595999999999997,891.092,0.0
2290,10968.0,1.0,1.0,5.0,637.2093,1.24,3.64,5528.0,0.91,0.97,891.092,0.0
2291,10974.0,1.0,1.0,1.0,15.0330105,0.11967189999999996,1.2,5845.0,1.0,1.0,1217.82,0.0
2292,10980.0,1.0,1.0,1.0,14.5564533,0.12390479999999998,1.56,6229.0,1.3,1.2,749.06,0.0
2293,10985.0,1.0,1.0,1.0,41.7083629,0.2519770000000001,3.18,6666.0,1.72,1.44,1514.02,0.0
2294,10996.0,1.0,1.0,1.0,96.16987,0.38198800000000044,2.27,5069.0,0.74,0.77,1225.57,0.0
2295,11008.0,1.0,1.0,1.0,82.304003,0.38030100000000006,2.13,5393.0,0.81,0.85,2435.94,0.0
2296,11019.0,1.0,1.0,1.0,30.8609366,0.18356680000000009,0.93,5686.0,0.86,0.93,495.148,0.0
2297,11026.0,1.0,1.0,1.0,14.0329154,0.11092365000000001,1.32,5676.0,0.93,0.95,2366.02,0.0
2298,11031.0,1.0,1.0,1.0,16.0506213,0.11997099999999994,0.84,5410.0,0.85,0.89,320.478,0.0
2299,11038.0,1.0,1.0,1.0,20.7056504,0.15187469999999995,1.33,6158.0,1.22,1.14,1260.28,0.0
2300,11045.0,1.0,1.0,1.0,25.4338197,0.17057000000000003,1.85,5780.0,0.99,1.0,2002.96,0.0
2301,11064.0,1.0,1.0,2.0,15.228958,0.116,3.06,5460.0,0.83,0.8969000000000001,649.919,0.0
2302,11072.0,1.0,1.0,2.0,24.674612,0.16,2.09,5460.0,0.83,0.8951000000000003,649.919,0.0
2303,11079.0,1.0,1.0,1.0,84.703921,0.39702300000000007,3.36,6200.0,1.28,1.19,1696.25,0.0
2304,11091.0,1.0,1.0,1.0,23.2382792,0.16281700000000002,1.68,6064.0,1.29,1.17,1475.6,0.0
2305,11094.0,1.0,1.0,1.0,20.35972599,0.1283751,1.18,4372.0,0.67,0.73,408.68357000000003,0.0
2306,11107.0,1.0,1.0,1.0,160.8846509,0.5704660999999998,8.46,5617.0,0.97,0.99,349.247,0.0
2307,11121.0,1.0,1.0,2.0,217.83184,0.753,12.42,6145.0,1.29,1.2,397.292,0.0
2308,11126.0,1.0,1.0,2.0,10.514181,0.0997,1.176,6145.0,1.29,1.2,397.292,0.0
2309,11131.0,1.0,1.0,1.0,214.3114164,0.7834456199999998,9.55,6511.0,1.41,1.3,539.321,0.0
2310,11140.0,1.0,1.0,1.0,7.25931979,0.07531250000000007,1.75,5904.0,1.07,1.04,1358.95,0.0
2311,11151.0,1.0,1.0,1.0,5.54608367,0.06852659999999995,9.76,7010.0,1.95,1.58,847.299,0.0
2312,11160.0,1.0,1.0,1.0,5.11177904,0.06540989999999997,3.05,6846.0,1.88,1.54,903.51,0.0
2313,11167.0,1.0,1.0,1.0,240.7989397,0.7570854999999999,7.06,5644.0,0.91,0.94,1441.63,0.0
2314,11172.0,1.0,1.0,2.0,18.207973,0.124,2.79,5088.0,0.72,0.7919000000000003,441.09,0.0
2315,11192.0,1.0,1.0,2.0,88.255055,0.356,2.39,5088.0,0.72,0.7953000000000001,441.09,0.0
2316,11199.0,1.0,1.0,1.0,0.65355357,0.013727999999999992,5.77,4677.0,0.71,0.76,607.917,0.0
2317,11208.0,1.0,1.0,1.0,47.14840805,0.24035299999999993,2.5,5042.0,0.76,0.81,206.983,0.0
2318,11216.0,1.0,1.0,1.0,1.84788917,0.028458300000000002,1.73,5706.0,0.93,0.96,814.125,0.0
2319,11220.0,1.0,1.0,1.0,0.93875077,0.0183029,1.58,5708.0,0.96,0.97,865.596,0.0
2320,11234.0,1.0,1.0,1.0,70.9674603,0.3478799999999998,3.54,6179.0,1.25,1.17,381.773,0.0
2321,11241.0,1.0,1.0,1.0,2.41660118,0.035098200000000024,0.91,5748.0,1.04,1.07,382.989,0.0
2322,11247.0,1.0,1.0,1.0,3.908632,0.044067450000000015,2.43,4601.0,0.69,0.73,555.574,0.0
2323,11258.0,1.0,1.0,1.0,160.129918,0.5992547000000003,4.77,6224.0,1.32,1.21,1842.13,0.0
2324,11267.0,1.0,1.0,1.0,1.79111021,0.0282904,1.46,5857.0,1.03,1.03,817.534,0.0
2325,11278.0,1.0,1.0,1.0,5.33905686,0.055607500000000025,2.1,5048.0,0.77,0.81,661.014,0.0
2326,11282.0,1.0,1.0,2.0,18.870227,0.129,2.92,5404.0,0.89,0.9194999999999999,459.368,0.0
2327,11300.0,1.0,1.0,2.0,46.90232,0.237,2.53,5404.0,0.89,0.9192999999999999,459.368,0.0
2328,11306.0,1.0,1.0,2.0,2.5904434,0.035982599999999976,1.64,5477.0,0.88,0.92,489.876,0.0
2329,11318.0,1.0,1.0,2.0,5.3227406,0.05756389999999999,1.65,5477.0,0.88,0.92,489.876,0.0
2330,11321.0,1.0,1.0,1.0,1.13854338,0.020575,1.11,6260.0,1.27,1.16,666.334,0.0
2331,11328.0,1.0,1.0,1.0,1.09366356,0.019411600000000005,1.35,5559.0,0.88,0.91,798.246,0.0
2332,11336.0,1.0,1.0,1.0,308.5471,0.9658440000000005,3.46,6431.0,1.51,1.31,966.801,0.0
2333,11343.0,1.0,1.0,1.0,5.71668872,0.06146477999999999,1.89,5442.0,0.86,0.9,712.7617399999995,0.0
2334,11356.0,1.0,1.0,1.0,138.9442,0.5369711000000003,2.55,6021.0,1.11,1.08,897.733,0.0
2335,11361.0,1.0,1.0,1.0,364.758031,0.9469120000000008,3.14,4434.0,0.67,0.71,387.248,0.0
2336,11364.0,1.0,1.0,1.0,1.4444538,0.021809600000000002,1.18,5079.0,0.77,0.81,517.292,0.0
2337,11378.0,1.0,1.0,1.0,175.138819,0.5900957000000002,2.82,5837.0,1.03,1.03,1125.3,0.0
2338,11388.0,1.0,1.0,1.0,133.3036741,0.47939509999999963,2.7,5176.0,0.8,0.84,748.326,0.0
2339,11396.0,1.0,1.0,5.0,33.040532,0.198,2.26,5690.0,1.0,0.9751999999999998,915.212,0.0
2340,11401.0,1.0,1.0,5.0,62.303276,0.303,2.95,5690.0,1.0,0.9735999999999996,915.212,0.0
2341,11417.0,1.0,1.0,5.0,20.54981883,0.1433090999999999,3.84,5769.0,0.98,0.98,915.212,0.0
2342,11424.0,1.0,1.0,5.0,3.93276465,0.048812499999999995,1.5,5769.0,0.98,0.98,915.212,0.0
2343,11429.0,1.0,1.0,5.0,9.91935684,0.08960299999999993,1.5,5769.0,0.98,0.98,915.212,0.0
2344,11440.0,1.0,2.0,1.0,125.4131177,0.4402886999999998,2.49,4540.0,0.69,0.74,244.96,1.0
2345,11446.0,1.0,1.0,1.0,8.40691199,0.07676450000000001,1.16,5282.0,0.81,0.86,416.692,0.0
2346,11457.0,1.0,1.0,4.0,3.95116882,0.048627700000000024,0.76,5564.0,0.99,0.94,399.114,0.0
2347,11464.0,1.0,1.0,4.0,2.89223021,0.039675900000000014,0.65,5564.0,0.99,0.94,399.114,0.0
2348,11470.0,1.0,1.0,4.0,5.99273738,0.06357679999999999,0.87,5564.0,0.99,0.94,399.114,0.0
2349,11480.0,1.0,1.0,4.0,5.10115756,0.05685559999999998,0.76,5564.0,0.99,0.94,399.114,0.0
2350,11489.0,1.0,1.0,1.0,6.96710269,0.0759017,2.71,6561.0,1.65,1.39,921.784,0.0
2351,11499.0,1.0,1.0,1.0,168.811174,0.5529003999999997,1.78,4886.0,0.74,0.81,335.09,1.0
2352,11506.0,1.0,1.0,1.0,163.692349,0.5699443999999999,2.7,5201.0,0.8,0.84,729.964,0.0
2353,11514.0,1.0,1.0,1.0,19.5974971,0.1397464000000001,3.13,5623.0,0.93,0.95,931.956,0.0
2354,11519.0,1.0,1.0,1.0,0.69297968,0.014827799999999988,0.9,6078.0,1.18,1.12,674.695,0.0
2355,11526.0,1.0,1.0,1.0,124.828679,0.48562069999999996,2.64,5706.0,0.97,0.99,872.279,0.0
2356,11535.0,1.0,1.0,1.0,214.886545,0.6794800000000003,2.57,5324.0,0.84,0.88,803.052,0.0
2357,11546.0,1.0,1.0,2.0,5.931194,0.056,2.09,4508.0,0.62,0.6803000000000005,293.499,0.0
